CustomerID,Price,Frequency,Basket_Size,Recency,Amount_Spent_per_Visit
14530,2925.91,6,235,25,487.65
14532,932.85,4,71,236,233.21
14533,1949.72,7,574,24,278.53
14534,4445.4,18,113,2,246.97
14535,2864.19,3,610,60,954.73
14536,171.8,1,40,259,171.8
14537,355.56,1,120,57,355.56
14538,388.25,2,77,64,194.13
14539,537.48,2,214,15,268.74
14540,996.26,3,140,9,332.09
14541,1461.65,8,80,58,182.71
14542,103.25,1,19,185,103.25
14543,3590.68,16,42,28,224.42
14544,2024.45,2,771,24,1012.22
14546,2578.09,5,263,5,515.62
14547,4007.54,8,333,3,500.94
14548,652.8,2,128,150,326.4
14549,289.24,1,136,311,289.24
14550,765.62,2,197,10,382.81
14551,186.23,2,53,18,93.11
14552,165.07,1,91,151,165.07
14553,859.27,5,98,19,171.85
14554,2381.04,4,369,10,595.26
14555,324.14,2,65,57,162.07
14557,788.38,1,510,85,788.38
14560,2237.77,22,57,7,101.72
14561,1080.76,3,338,75,360.25
14562,5074.77,18,101,3,281.93
14565,2949.12,4,384,95,737.28
14566,1432,1,800,110,1432
14567,1530.36,2,206,56,765.18
14569,227.39,1,79,1,227.39
14570,217.21,2,47,280,108.6
14572,2832.84,7,204,3,404.69
14573,1653.42,9,60,179,183.71
14576,35.4,1,12,372,35.4
14577,859.71,4,88,12,214.93
14578,168.63,1,240,3,168.63
14581,138.6,1,217,16,138.6
14582,114.11,1,73,40,114.11
14583,1052.55,5,158,5,210.51
14584,1042.26,4,95,169,260.56
14585,157.05,1,91,50,157.05
14586,237.36,1,444,276,237.36
14587,1601.14,9,84,18,177.9
14589,39.75,1,5,371,39.75
14591,1447.14,4,324,15,361.78
14592,570.46,3,138,35,190.15
14593,617.99,3,110,21,206
14594,379.83,2,92,7,189.91
14595,1740.6,6,163,19,290.1
14597,883.15,2,288,11,441.57
14598,221.97,1,189,44,221.97
14600,393.33,1,125,305,393.33
14601,213.96,1,168,10,213.96
14603,660,1,400,274,660
14606,12006.65,90,69,1,133.41
14607,15021.5,12,894,15,1251.79
14608,1785.15,4,109,4,446.29
14609,601.56,4,1756,72,150.39
14616,406.08,3,34,242,135.36
14618,553.44,3,88,9,184.48
14619,394.44,1,152,245,394.44
14620,412.78,2,107,205,206.39
14621,1788.36,5,198,1,357.67
14622,320.58,1,146,184,320.58
14623,884.57,5,81,32,176.91
14624,225.85,2,81,57,112.92
14625,899.63,2,167,196,449.81
14626,2791.27,4,350,23,697.82
14628,671.96,2,136,91,335.98
14629,959.01,2,190,4,479.5
14631,1006.98,3,207,50,335.66
14632,114.56,1,96,262,114.56
14633,344.9,1,96,266,344.9
14636,609.85,2,120,36,304.93
14638,443.6,1,166,50,443.6
14639,2984.49,6,238,52,497.41
14640,2125.08,6,147,24,354.18
14641,110.46,1,90,21,110.46
14642,96.12,1,76,58,96.12
14643,693.81,2,407,170,346.9
14644,830.76,2,129,67,415.38
14645,597.09,2,190,156,298.54
14646,279138.02,72,2733,1,3876.92
14647,243.22,1,95,201,243.22
14649,1417.29,4,254,4,354.32
14651,654.6,2,172,67,327.3
14652,114.18,1,53,77,114.18
14653,1937.6,7,135,1,276.8
14655,1932.23,4,272,8,483.06
14656,291.05,2,60,169,145.52
14657,848.22,4,116,17,212.05
14658,247.15,2,23,5,123.57
14659,2529.93,9,132,8,281.1
14660,285.74,2,114,86,142.87
14661,107.95,1,35,26,107.95
14662,771.17,4,150,28,192.79
14664,637.89,2,233,19,318.94
14665,1835.7,5,148,60,367.14
14666,179.95,1,155,24,179.95
14667,9236.95,25,215,10,369.48
14669,1269.99,3,258,241,423.33
14670,411.53,2,168,280,205.76
14672,765.55,2,227,234,382.77
14673,1736.4,5,200,3,347.28
14675,604.75,1,341,16,604.75
14676,2548.24,6,416,31,424.71
14680,28754.11,16,842,25,1797.13
14681,498.95,3,25,71,166.32
14682,52,2,40,187,26
14684,1236.28,5,170,25,247.26
14687,628.38,1,470,106,628.38
14688,5630.87,21,172,7,268.14
14689,112.8,1,76,208,112.8
14690,371.7,2,85,44,185.85
14691,2114.33,5,141,30,422.87
14692,591.55,4,66,137,147.89
14693,172.9,1,34,264,172.9
14696,2078.95,7,232,4,296.99
14697,188.61,2,90,218,94.3
14698,1250.76,5,123,1,250.15
14699,109.13,1,77,214,109.13
14700,2235.3,3,447,32,745.1
14701,2549.37,9,103,10,283.26
14702,3292.14,17,85,1,193.66
14703,318.17,1,183,14,318.17
14704,1514.57,7,153,19,216.37
14705,179,1,100,198,179
14708,1126.37,3,207,2,375.46
14709,4921.04,13,191,15,378.54
14710,606.13,4,94,14,151.53
14711,2868.8,11,88,10,260.8
14712,917.07,3,105,29,305.69
14713,2666.36,11,146,9,242.4
14714,160.19,1,229,24,160.19
14715,867.38,4,130,24,216.84
14716,329.68,2,302,43,164.84
14719,1602.13,5,206,1,320.43
14720,663.81,3,73,5,221.27
14722,187.92,1,120,147,187.92
14723,1156.6,6,115,10,192.77
14725,718.08,1,593,24,718.08
14727,268.58,1,62,274,268.58
14729,313.49,1,197,373,313.49
14730,2005.06,8,141,1,250.63
14731,380.02,3,85,47,126.67
14732,2702.49,8,175,8,337.81
14733,9585.91,12,313,16,798.83
14735,6050.69,31,73,3,195.18
14737,1164.55,3,115,3,388.18
14738,1314.45,7,85,42,187.78
14739,3902.28,7,545,4,557.47
14740,1448.21,3,245,197,482.74
14741,1400.34,6,140,11,233.39
14744,1099.98,7,89,16,157.14
14745,1220.26,5,207,112,244.05
14747,328.2,1,84,249,328.2
14748,1415.75,5,244,29,283.15
14752,389.64,1,260,43,389.64
14753,563.15,1,211,87,563.15
14754,638.05,2,243,44,319.02
14755,5010.28,11,201,9,455.48
14756,738.96,1,416,15,738.96
14757,420.5,1,160,75,420.5
14758,1484.06,4,104,144,371.01
14759,1625.97,3,189,4,541.99
14760,89.2,1,40,297,89.2
14761,255.9,2,59,58,127.95
14762,300.52,1,341,263,300.52
14764,278.3,1,190,46,278.3
14765,254.11,3,45,29,84.7
14766,2473.37,6,224,8,412.23
14768,192.6,2,26,17,96.3
14769,10673.1,8,929,2,1334.14
14770,876.42,2,245,232,438.21
14772,139.26,1,82,112,139.26
14775,1011.9,3,391,58,337.3
14776,2538.3,11,284,51,230.75
14778,730.86,2,153,127,365.43
14779,386.15,3,28,280,128.72
14780,447.68,2,155,54,223.84
14782,200.1,1,114,319,200.1
14784,289.99,2,118,26,145
14785,77.4,2,42,10,38.7
14788,679.44,2,210,7,339.72
14789,197.64,1,116,28,197.64
14790,745.06,4,174,16,186.26
14792,6.2,1,2,63,6.2
14793,228.99,1,91,21,228.99
14794,1319.91,7,96,2,188.56
14795,131.45,1,17,166,131.45
14796,8020.93,17,354,1,471.82
14798,173.74,3,50,52,57.91
14799,157.7,1,146,51,157.7
14800,4339.74,12,304,47,361.64
14801,193.14,1,175,61,193.14
14803,845.55,3,123,162,281.85
14804,353.27,1,121,8,353.27
14805,554.65,4,28,15,138.66
14806,193.39,1,330,75,193.39
14808,2741.17,8,268,39,342.65
14810,2087.88,11,92,40,189.81
14813,155.43,2,33,369,77.71
14815,778.5,2,372,36,389.25
14816,271.85,1,5,197,271.85
14817,1010.34,2,326,200,505.17
14818,657.8,3,108,73,219.27
14819,272.07,2,54,64,136.03
14820,507.29,4,63,21,126.82
14821,48.8,1,20,366,48.8
14823,321.43,3,29,180,107.14
14824,1127.71,4,131,10,281.93
14825,2226.91,12,82,3,185.58
14828,2139.76,3,724,196,713.25
14829,697.55,4,113,29,174.39
14830,196.28,1,168,53,196.28
14834,1720.3,6,122,17,286.72
14836,102.45,3,15,10,34.15
14837,1649.5,4,359,89,412.37
14840,62.85,1,31,267,62.85
14841,3295.76,6,296,53,549.29
14842,2824.69,4,291,43,706.17
14844,3189.81,4,458,63,797.45
14847,309.4,1,120,148,309.4
14849,7930.54,25,227,21,317.22
14850,325.75,1,293,311,325.75
14851,511.35,2,162,23,255.67
14852,2836.69,6,291,58,472.78
14853,475.8,2,41,24,237.9
14854,2759.83,7,261,78,394.26
14855,645.65,2,133,119,322.83
14856,1311.38,3,238,36,437.13
14857,1173.12,2,232,59,586.56
14859,1353.74,4,167,12,338.43
14860,170.32,1,232,19,170.32
14861,125.79,1,117,52,125.79
14862,841.2,2,386,25,420.6
14863,266.76,1,132,29,266.76
14865,52.2,2,54,7,26.1
14866,14353.4,11,613,10,1304.85
14867,710.28,3,109,185,236.76
14868,2953.59,8,175,3,369.2
14869,725.7,2,275,8,362.85
14870,327.25,1,119,261,327.25
14871,522.38,4,46,3,130.59
14873,519.68,1,168,210,519.68
14875,1465.32,2,279,107,732.66
14878,1485.54,9,89,12,165.06
14880,706.19,3,124,77,235.4
14881,255.4,1,316,19,255.4
14882,589.7,2,79,26,294.85
14883,761.59,6,131,18,126.93
14885,765.32,1,724,131,765.32
14886,364.8,1,160,252,364.8
14887,1862,1,1100,79,1862
14888,369.2,1,184,207,369.2
14889,135.9,1,90,336,135.9
14890,125.65,1,51,253,125.65
14891,554.38,2,252,148,277.19
14893,1237.85,2,399,9,618.92
14894,655.75,1,265,85,655.75
14895,11138.71,20,242,7,556.94
14896,468.77,2,139,204,234.38
14897,1366.38,4,117,7,341.59
14898,1303.52,6,170,23,217.25
14901,1421.29,9,73,11,157.92
14902,332.66,1,218,25,332.66
14903,2810.63,5,307,21,562.13
14904,1025.44,2,992,2,512.72
14905,616.15,2,143,157,308.07
14907,3501.1,7,241,3,500.16
14908,277.8,1,132,74,277.8
14910,434.35,4,59,2,108.59
14911,136275.72,198,404,1,688.26
14912,867.85,2,485,16,433.93
14913,1227.43,4,435,35,306.86
14915,307.48,2,56,91,153.74
14916,1268.98,4,284,70,317.24
14918,1610.15,2,337,115,805.07
14920,977.77,2,254,212,488.88
14921,1316.07,2,476,30,658.03
14923,749.1,1,418,50,749.1
14924,310.05,1,64,245,310.05
14929,223.88,1,136,32,223.88
14930,2372.86,3,388,108,790.95
14931,864.68,4,103,4,216.17
14932,313.53,1,79,365,313.53
14934,1890.94,2,521,81,945.47
14935,1784.71,1,935,297,1784.71
14936,8137.02,8,510,33,1017.13
14937,1621.88,3,161,56,540.63
14944,5900.25,12,234,29,491.69
14946,100.9,1,22,14,100.9
14947,290.82,2,89,72,145.41
14948,1101.97,6,112,23,183.66
14950,371.2,1,136,19,371.2
14951,311.69,1,311,79,311.69
14952,8099.49,11,305,59,736.32
14953,289.82,1,225,25,289.82
14954,336.17,1,127,12,336.17
14957,58.49,1,34,253,58.49
14958,499.68,3,43,147,166.56
14959,695.42,4,123,64,173.86
14960,221.27,2,110,8,110.63
14961,7044.68,9,412,10,782.74
14962,126.7,1,44,270,126.7
14963,1487.8,5,235,9,297.56
14964,206.21,1,143,247,206.21
14965,599,2,182,96,299.5
14966,191.32,1,187,14,191.32
14967,463.8,1,140,49,463.8
14968,147.59,1,127,30,147.59
14970,1592.06,4,62,68,398.01
14971,1116.57,3,214,35,372.19
14972,114.77,1,28,128,114.77
14973,1314.45,3,123,107,438.15
14974,114.39,1,44,37,114.39
14975,279.94,1,380,57,279.94
14976,774.86,6,38,57,129.14
14978,1931.42,5,105,72,386.28
14981,102.12,1,97,246,102.12
14984,213.27,2,30,19,106.63
14985,296.75,2,130,198,148.37
14987,326.4,2,64,15,163.2
14988,334.54,1,141,211,334.54
14995,233.23,2,51,38,116.62
14997,546.2,3,373,46,182.07
14998,429.87,2,135,170,214.93
15000,490.52,1,218,47,490.52
15002,1641.76,4,215,115,410.44
15004,1245.93,1,629,147,1245.93
15005,6314.87,28,151,15,225.53
15006,497.14,1,301,51,497.14
15007,156.91,1,69,159,156.91
15009,1261.78,3,214,12,420.59
15010,308.94,1,184,35,308.94
15012,423.04,2,115,53,211.52
15014,260.17,2,75,43,130.08
15016,170.04,1,76,172,170.04
15017,125.58,1,63,33,125.58
15018,496.21,3,63,38,165.4
15019,266,1,159,266,266
15021,1914.82,9,94,8,212.76
15022,905.04,4,135,11,226.26
15023,6783.86,11,260,3,616.71
15024,1661.33,10,92,9,166.13
15025,377.01,1,189,33,377.01
15026,464.2,3,75,80,154.73
15027,1066.15,4,141,30,266.54
15028,627.13,4,114,8,156.78
15030,518.28,2,186,71,259.14
15031,668.14,4,100,4,167.04
15032,4959.1,3,989,256,1653.03
15033,2583.37,10,169,4,258.34
15034,4308.61,8,302,15,538.58
15035,252.73,1,245,89,252.73
15036,465.55,3,109,72,155.18
15038,705.49,6,36,58,117.58
15039,19914.44,47,195,9,423.71
15041,180.35,1,104,170,180.35
15042,135.93,1,30,199,135.93
15043,537,1,300,31,537
15044,7700.23,17,164,19,452.95
15045,735.66,2,57,151,367.83
15046,5194.82,15,230,9,346.32
15047,343.62,1,222,269,343.62
15048,384.05,4,48,65,96.01
15049,121.17,1,63,273,121.17
15050,1782.09,3,408,25,594.03
15051,1391.61,3,337,23,463.87
15052,215.78,1,82,319,215.78
15053,697.79,3,328,4,232.6
15054,302.1,2,99,12,151.05
15057,1489.5,2,334,275,744.75
15058,2124.99,11,97,25,193.18
15059,1337.72,9,67,40,148.64
15060,301.84,4,65,8,75.46
15061,54534.14,48,602,3,1136.13
15062,987.86,4,190,71,246.96
15063,370.8,1,56,213,370.8
15065,3158.13,4,345,37,789.53
15066,893.59,1,317,53,893.59
15067,1744.76,3,318,78,581.59
15068,553.36,2,182,46,276.68
15069,1109.53,1,520,179,1109.53
15070,106.2,1,36,372,106.2
15071,982.07,2,134,93,491.03
15073,1043.41,3,163,9,347.8
15074,748.87,1,455,105,748.87
15075,773.03,1,447,77,773.03
15076,880.85,1,571,172,880.85
15078,9743.11,32,159,7,304.47
15079,895.61,4,97,212,223.9
15081,504.8,5,38,22,100.96
15083,88.2,1,38,256,88.2
15087,306.94,1,470,281,306.94
15088,1160.07,2,230,21,580.03
15089,2420.84,6,226,10,403.47
15090,381.32,1,208,308,381.32
15091,480.71,1,346,67,480.71
15092,457.81,2,67,215,228.9
15093,4597.02,6,626,18,766.17
15095,1370.6,4,269,103,342.65
15096,219.39,1,120,42,219.39
15097,248.08,1,170,4,248.08
15098,39916.5,3,40,182,13305.5
15099,410.48,1,343,84,410.48
15100,876,3,26,333,292
15101,317.53,2,120,8,158.77
15103,703.36,2,164,31,351.68
15104,1027.44,2,318,196,513.72
15105,2298.93,7,173,18,328.42
15106,1422.52,5,236,17,284.5
15107,319.5,6,28,311,53.25
15108,1159.25,3,163,141,386.42
15109,484.95,1,131,245,484.95
15110,996.1,4,61,23,249.03
15111,1567.48,3,236,29,522.49
15113,3608.94,3,795,9,1202.98
15114,2760.56,10,309,30,276.06
15115,340.11,1,157,18,340.11
15116,1352.75,4,162,17,338.19
15117,1551.78,5,389,14,310.36
15118,244.8,1,1440,134,244.8
15119,266.4,1,88,245,266.4
15120,358.82,1,296,133,358.82
15121,457.72,2,99,50,228.86
15122,1633.78,3,266,114,544.59
15123,2199.31,2,597,7,1099.65
15124,184.19,2,116,22,92.09
15125,11528.48,15,412,25,768.57
15127,406.53,1,251,65,406.53
15128,1471,4,335,60,367.75
15129,3447.4,11,163,50,313.4
15130,330.11,1,197,169,330.11
15132,977.93,5,135,18,195.59
15133,982.42,3,226,127,327.47
15134,1387.99,8,110,14,173.5
15135,139.05,1,43,239,139.05
15136,1286.7,4,194,2,321.67
15139,178.96,2,104,239,89.48
15140,2354.25,7,224,52,336.32
15142,498.74,1,365,46,498.74
15143,259.45,1,150,225,259.45
15144,6580.44,17,179,8,387.08
15145,1194.73,4,189,4,298.68
15146,1327.16,2,736,164,663.58
15147,623.5,1,366,240,623.5
15148,301.29,1,187,10,301.29
15149,520.8,1,128,133,520.8
15150,5314.47,10,365,17,531.45
15152,4745.69,13,208,9,365.05
15153,329.25,1,198,31,329.25
15154,296.42,1,104,75,296.42
15156,961.49,3,199,1,320.5
15157,1936.07,3,797,3,645.36
15158,401.4,1,198,45,401.4
15159,18641.01,30,381,1,621.37
15160,158.16,1,84,357,158.16
15163,304.47,2,93,18,152.23
15164,843.05,3,120,68,281.02
15165,487.75,1,160,373,487.75
15167,163,1,67,320,163
15168,106.56,1,52,25,106.56
15171,1289.5,1,290,331,1289.5
15172,1624.05,5,322,8,324.81
15174,135.75,1,145,322,135.75
15175,224.14,1,454,71,224.14
15178,40.5,1,30,260,40.5
15179,2206.95,5,387,18,441.39
15180,87.5,1,36,367,87.5
15181,689.48,3,181,66,229.83
15182,622.85,2,126,154,311.42
15184,406.76,2,111,29,203.38
15185,310.62,1,666,70,310.62
15186,411.41,2,107,14,205.7
15187,4762.18,15,125,1,317.48
15189,16225.39,41,149,1,395.74
15192,1044.32,3,306,119,348.11
15193,499.32,1,144,60,499.32
15194,7616.53,15,380,3,507.77
15195,3861,1,1404,2,3861
15197,1079.61,3,156,10,359.87
15198,193.64,2,60,92,96.82
15199,1268.7,4,99,59,317.17
15201,1236.54,5,242,87,247.31
15203,1827.8,6,292,25,304.63
15204,316.58,1,258,357,316.58
15205,653.24,2,189,85,326.62
15206,420.3,4,40,10,105.07
15208,870.12,5,63,1,174.02
15210,331.18,1,228,225,331.18
15211,894.41,2,120,60,447.2
15212,101.8,1,36,241,101.8
15213,328.35,2,136,318,164.18
15214,1661.44,8,156,1,207.68
15215,734.94,3,75,46,244.98
15216,96.6,1,28,87,96.6
15218,5756.89,11,302,10,523.35
15219,305.75,1,45,176,305.75
15220,1778.96,6,232,51,296.49
15221,403.25,1,43,366,403.25
15222,585,1,440,318,585
15223,755.75,2,106,225,377.87
15224,322.08,2,76,358,161.04
15225,409.4,1,226,234,409.4
15226,154.41,1,71,310,154.41
15227,1219.4,5,150,36,243.88
15228,3386.71,4,563,66,846.68
15230,429.6,2,175,239,214.8
15232,612.06,2,343,113,306.03
15234,197,1,196,276,197
15235,2247.51,12,110,217,187.29
15236,321.05,1,269,298,321.05
15237,1412.32,4,267,1,353.08
15238,1071.99,3,230,29,357.33
15239,780.59,2,297,10,390.3
15240,1706.57,5,273,44,341.31
15241,1756.44,8,227,66,219.55
15243,316.68,1,185,74,316.68
15244,631.57,2,202,65,315.78
15245,2515.84,3,594,134,838.61
15246,514.15,2,123,238,257.07
15247,356,1,160,122,356
15249,6688.46,13,275,31,514.5
15251,10484.99,11,561,9,953.18
15252,740.78,2,261,36,370.39
15253,918.2,5,173,16,183.64
15254,300.36,1,275,127,300.36
15255,890.85,1,489,66,890.85
15256,98.45,1,55,148,98.45
15257,317.15,1,46,283,317.15
15258,623.16,2,71,168,311.58
15260,1810.77,7,126,100,258.68
15261,254.82,1,270,135,254.82
15262,178.95,1,73,323,178.95
15263,156.51,1,89,106,156.51
15264,393.74,1,265,64,393.74
15265,1506.12,2,306,151,753.06
15266,119.3,1,18,338,119.3
15267,1717.36,5,188,22,343.47
15269,408.8,1,26,23,408.8
15270,2379.49,7,217,15,339.93
15271,2507.07,15,84,7,167.14
15272,721.94,2,155,57,360.97
15274,716.57,2,309,4,358.28
15275,615.14,1,498,37,615.14
15276,135.31,1,64,66,135.31
15277,255.9,1,205,46,255.9
15279,290.51,1,189,354,290.51
15280,113.12,1,154,172,113.12
15281,2332.15,9,134,58,259.13
15286,240.55,1,55,49,240.55
15287,486.69,2,216,22,243.34
15288,2306.52,5,155,43,461.3
15289,939.78,3,336,29,313.26
15290,7943.22,18,250,4,441.29
15291,4623.3,14,150,25,330.24
15292,180.94,1,56,201,180.94
15296,3672.86,6,294,50,612.14
15297,641.94,3,97,10,213.98
15298,4799.9,12,259,2,399.99
15299,3907.01,6,491,67,651.17
15300,496.44,1,292,64,496.44
15301,5070.35,12,231,50,422.53
15303,574.02,1,248,290,574.02
15304,694.4,8,13,60,86.8
15306,1174.35,3,270,64,391.45
15307,205.3,1,37,95,205.3
15308,310.47,1,175,274,310.47
15311,60767.9,91,419,0,667.78
15312,924.85,4,129,75,231.21
15313,52,1,25,110,52
15314,327.97,1,313,199,327.97
15315,570.5,2,431,64,285.25
15316,165,1,100,326,165
15318,312.62,1,642,3,312.62
15319,204.5,1,175,283,204.5
15320,267.13,1,326,44,267.13
15321,2748.31,3,393,70,916.1
15322,679.68,1,416,85,679.68
15325,162.29,1,232,103,162.29
15326,311.71,1,386,333,311.71
15327,208.75,1,116,52,208.75
15329,1049.7,3,162,39,349.9
15330,714.96,2,656,32,357.48
15332,1661.06,4,163,366,415.26
15333,1028.56,1,344,208,1028.56
15334,348.72,3,91,156,116.24
15335,173.97,1,80,53,173.97
15339,574.07,2,208,66,287.03
15341,2020.52,1,812,80,2020.52
15342,406.09,1,283,129,406.09
15343,364.5,1,84,87,364.5
15344,563.94,3,38,0,187.98
15345,393.54,1,81,45,393.54
15346,252.42,1,144,332,252.42
15347,201.6,1,130,366,201.6
15348,158.04,1,84,72,158.04
15349,473.81,2,163,158,236.9
15350,115.65,1,51,373,115.65
15351,1960.11,7,107,12,280.02
15353,777.02,2,171,254,388.51
15355,277.05,2,22,29,138.52
15356,2766.5,10,167,31,276.65
15358,8347.2,22,320,4,379.42
15360,427.93,1,223,39,427.93
15361,418.92,1,336,361,418.92
15363,326,1,144,372,326
15364,913.19,2,246,95,456.59
15365,2314.32,7,154,25,330.62
15366,602.51,2,310,75,301.25
15367,1877.59,4,264,57,469.4
15368,446.94,1,230,21,446.94
15370,2386.05,7,118,40,340.86
15372,2007.4,1,2924,137,2007.4
15373,2415.91,12,41,8,201.33
15374,168,1,126,128,168
15376,1233.36,3,206,40,411.12
15379,3703.29,7,329,169,529.04
15380,1690.26,5,75,8,338.05
15381,596.85,2,85,213,298.43
15382,5955.71,6,668,14,992.62
15384,642.41,2,298,169,321.2
15385,316.88,1,161,40,316.88
15386,394.14,1,446,186,394.14
15388,140.54,1,88,270,140.54
15389,500,1,400,172,500
15392,1535.53,4,319,4,383.88
15393,231.86,2,75,16,115.93
15394,2183.54,4,227,9,545.88
15395,107.45,1,17,325,107.45
15396,288.18,1,122,112,288.18
15397,94,1,20,289,94
15398,1345.53,2,384,16,672.76
15399,815.77,3,203,1,271.92
15400,716.2,5,78,92,143.24
15402,626.35,2,346,148,313.17
15405,349.1,1,193,189,349.1
15406,510.71,2,127,31,255.35
15407,1056.44,4,139,33,264.11
15408,267.18,1,106,264,267.18
15410,3450.84,8,150,84,431.35
15411,1358.88,4,132,26,339.72
15412,190.53,1,108,171,190.53
15414,774.9,3,147,9,258.3
15415,572.81,1,575,313,572.81
15416,3984.32,4,522,64,996.08
15417,508.8,1,284,85,508.8
15419,135.86,1,230,24,135.86
15421,950.36,4,125,58,237.59
15422,97.7,2,19,323,48.85
15423,43.5,1,101,38,43.5
15424,383.34,2,277,254,191.67
15426,1447.39,5,134,19,289.48
15427,1483.14,3,337,33,494.38
15428,93.78,1,102,15,93.78
15429,397.35,2,190,26,198.67
15432,171.19,1,65,23,171.19
15433,533.3,2,267,213,266.65
15434,1041.48,5,129,8,208.3
15435,149.29,1,54,22,149.29
15436,1122.53,3,204,12,374.18
15437,200.16,1,79,262,200.16
15438,156.58,1,59,131,156.58
15440,383.68,3,65,54,127.89
15442,594,1,120,248,594
15443,3236.91,7,237,1,462.42
15444,1418.26,2,382,9,709.13
15445,113.5,1,58,264,113.5
15447,155.17,1,85,330,155.17
15448,494.64,1,232,312,494.64
15449,974.52,3,270,26,324.84
15450,429.84,1,376,30,429.84
15452,538.73,3,94,29,179.58
15453,1388.37,7,120,1,198.34
15454,179.1,1,86,362,179.1
15456,447.22,3,220,283,149.07
15457,237.07,1,132,262,237.07
15458,161.64,1,156,25,161.64
15460,216.76,1,109,354,216.76
15462,234.6,3,57,94,78.2
15463,126.14,1,106,29,126.14
15464,1048.85,1,350,338,1048.85
15465,7354.62,18,69,19,408.59
15466,334.53,1,246,85,334.53
15467,524.88,3,103,9,174.96
15468,467.51,2,77,51,233.75
15469,538.55,2,76,50,269.27
15471,469.48,1,266,2,469.48
15472,371.56,1,251,113,371.56
15473,1771.2,7,96,14,253.03
15475,454.11,1,319,77,454.11
15478,1441.42,2,292,40,720.71
15480,905.5,1,303,116,905.5
15482,11014.96,11,456,15,1001.36
15483,233.81,4,73,161,58.45
15484,3594.31,4,788,1,898.58
15485,2575,3,435,30,858.33
15488,91.32,1,73,92,91.32
15489,1134.28,3,202,22,378.09
15491,3100.09,6,274,95,516.68
15492,659.46,2,241,28,329.73
15493,2001.8,5,112,32,400.36
15494,1299.23,2,574,21,649.61
15497,1262.2,2,312,17,631.1
15498,13316.4,27,226,2,493.2
15500,1131.56,4,143,8,282.89
15502,6923.98,10,423,15,692.4
15503,147.09,1,74,362,147.09
15504,52.83,1,33,81,52.83
15505,3610.96,5,478,52,722.19
15506,979.26,3,282,22,326.42
15507,492.36,1,162,171,492.36
15508,1000.27,6,73,189,166.71
15510,250,1,2,330,250
15511,909.23,5,54,11,181.85
15512,121,2,34,155,60.5
15513,14758.22,19,300,33,776.75
15514,4139.46,11,196,12,376.31
15516,62.43,3,9,44,20.81
15517,267.03,1,293,233,267.03
15518,1942.45,8,159,64,242.81
15520,343.5,1,314,1,343.5
15521,3000.2,8,229,40,375.02
15522,398.84,2,286,32,199.42
15523,412.01,1,132,84,412.01
15524,440,1,4,24,440
15525,823.42,3,138,2,274.47
15526,148.44,2,12,33,74.22
15527,2429.78,8,124,18,303.72
15528,229.33,1,123,254,229.33
15529,3992.68,11,317,22,362.97
15530,1502.35,4,237,21,375.59
15531,2007.44,2,552,8,1003.72
15532,1571.03,4,129,25,392.76
15533,807.57,3,96,19,269.19
15535,536.4,4,35,173,134.1
15537,110.92,1,29,163,110.92
15539,538.46,1,410,7,538.46
15540,213.3,1,200,11,213.3
15541,85.13,1,49,114,85.13
15543,127.86,1,86,288,127.86
15544,3546.71,9,345,9,394.08
15545,292.72,2,81,54,146.36
15547,4954.84,14,288,7,353.92
15549,1689.51,3,231,77,563.17
15550,575.63,4,73,4,143.91
15551,436.06,1,218,36,436.06
15552,90.12,1,60,217,90.12
15553,437.23,1,451,60,437.23
15554,217.2,1,74,277,217.2
15555,4802.18,16,275,12,300.14
15556,279.77,1,236,24,279.77
15557,473.65,1,219,28,473.65
15561,800.59,4,66,11,200.15
15562,134.55,1,39,351,134.55
15563,1361.44,3,480,22,453.81
15565,173.16,2,30,50,86.58
15567,186.01,1,223,18,186.01
15568,758.29,3,153,2,252.76
15569,1375.71,5,133,103,275.14
15570,4165.52,12,172,7,347.13
15571,650.43,4,66,11,162.61
15572,2552.86,7,175,4,364.69
15573,599.5,2,181,31,299.75
15574,702.25,4,87,177,175.56
15576,940.67,1,404,37,940.67
15577,258.88,3,29,151,86.29
15578,127.1,1,52,162,127.1
15579,348.6,2,60,68,174.3
15581,721.63,10,28,156,72.16
15582,682.91,3,151,24,227.64
15584,725.11,4,78,23,181.28
15585,455.3,1,320,176,455.3
15587,913.68,4,78,50,228.42
15589,478.53,3,81,255,159.51
15592,388.58,1,354,46,388.58
15593,199.8,1,60,70,199.8
15594,1771.78,5,196,15,354.36
15596,1406.59,5,112,100,281.32
15597,324.57,1,279,35,324.57
15598,240.68,1,160,53,240.68
15599,761.74,2,359,26,380.87
15601,6776.56,14,355,11,484.04
15602,1297.87,9,126,8,144.21
15603,48.48,1,96,78,48.48
15604,216.39,1,159,52,216.39
15605,1198.23,5,88,36,239.65
15606,2920.16,9,99,61,324.46
15607,104.76,1,202,336,104.76
15608,1093.68,4,178,28,273.42
15609,298.48,1,148,184,298.48
15610,112.46,1,66,51,112.46
15611,1570.45,11,45,9,142.77
15612,195.15,2,26,36,97.57
15615,10399.74,23,239,10,452.16
15618,776.85,4,113,32,194.21
15619,336.4,1,136,10,336.4
15620,1553.18,3,305,56,517.73
15621,1293.03,4,125,4,323.26
15622,3709.56,9,186,43,412.17
15623,301.03,1,125,141,301.03
15624,588.13,4,89,116,147.03
15625,1534.26,4,297,103,383.56
15626,675.8,2,383,74,337.9
